epoch,step,train_loss_epoch,train_loss_step
0,49,,0.8566827774047852
0,99,,0.9607698917388916
0,149,,0.8566833734512329
0,199,,0.6264375448226929
0,249,,0.8201150894165039
0,299,,0.5282030701637268
0,349,,0.7250820994377136
0,370,0.8760797381401062,
1,399,,0.48028191924095154
1,449,,0.8836402297019958
