epoch,mIoU,step,train/batches,train/device/batches_per_sec,train/device/samples_per_sec,train/samples,train/time,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step,validate/batches,validate/device/batches_per_sec,validate/device/samples_per_sec,validate/samples,validate/time
,,389,,,,,,,,,0.9487399458885193,,,,,
,,390,,,,,,,,,0.8128240704536438,,,,,
,,391,,,,,,,,,0.5108466744422913,,,,,
,,392,,,,,,,,,0.24181216955184937,,,,,
,,393,,,,,,,,,0.24807368218898773,,,,,
,,394,,,,,,,,,0.3776930570602417,,,,,
,,395,,,,,,,,,0.31041014194488525,,,,,
,,396,,,,,,,,,0.7127049565315247,,,,,
,,397,,,,,,,,,0.3550230860710144,,,,,
,,398,,,,,,,,,0.360891193151474,,,,,
,,400,,,,,,,,,,400,4.41571502588048,4.41571502588048,400,93.20081998966634
,,399,,,,,,,,,0.18932561576366425,,,,,
,,400,,,,,,,,,0.38428643345832825,,,,,
,,401,,,,,,,,,0.3118305206298828,,,,,
,,402,,,,,,,,,0.46096453070640564,,,,,
,,403,,,,,,,,,0.3377338945865631,,,,,
,,404,,,,,,,,,0.7537825703620911,,,,,
,,405,,,,,,,,,0.5122268199920654,,,,,
,,406,,,,,,,,,0.3680024743080139,,,,,
,,407,,,,,,,,,0.2812585234642029,,,,,
,,408,,,,,,,,,0.2631474733352661,,,,,
,,409,,,,,,,,,0.5700836181640625,,,,,
,,410,,,,,,,,,0.6330298185348511,,,,,
,,411,,,,,,,,,0.4584420919418335,,,,,
,,412,,,,,,,,,0.36960509419441223,,,,,
,,413,,,,,,,,,0.2033691704273224,,,,,
,,414,,,,,,,,,0.3852161467075348,,,,,
,,415,,,,,,,,,0.3431839048862457,,,,,
,,416,,,,,,,,,0.3946993947029114,,,,,
,,417,,,,,,,,,0.6704027652740479,,,,,
,,418,,,,,,,,,0.24647566676139832,,,,,
,,419,,,,,,,,,0.35914719104766846,,,,,
,,420,,,,,,,,,0.43942004442214966,,,,,
,,421,,,,,,,,,0.6468192338943481,,,,,
,,422,,,,,,,,,0.30079221725463867,,,,,
,,423,,,,,,,,,0.5466626286506653,,,,,
,,424,,,,,,,,,0.21274882555007935,,,,,
,,425,,,,,,,,,0.18096791207790375,,,,,
,,426,,,,,,,,,0.2921736538410187,,,,,
,,427,,,,,,,,,0.30481594800949097,,,,,
,,428,,,,,,,,,0.49162545800209045,,,,,
,,429,,,,,,,,,0.36159831285476685,,,,,
,,430,,,,,,,,,0.3458680510520935,,,,,
,,431,,,,,,,,,0.38131052255630493,,,,,
,,432,,,,,,,,,0.4041423201560974,,,,,
,,433,,,,,,,,,0.3689552843570709,,,,,
,,434,,,,,,,,,0.31158247590065,,,,,
,,435,,,,,,,,,0.41917726397514343,,,,,
,,436,,,,,,,,,0.32653072476387024,,,,,
,,437,,,,,,,,,0.5807522535324097,,,,,
,,438,,,,,,,,,0.450920045375824,,,,,
,,439,,,,,,,,,0.4587401747703552,,,,,
,,440,,,,,,,,,0.582099199295044,,,,,
,,441,,,,,,,,,0.40206819772720337,,,,,
,,442,,,,,,,,,0.6051270961761475,,,,,
,,443,,,,,,,,,0.30978524684906006,,,,,
,,444,,,,,,,,,0.23339097201824188,,,,,
,,445,,,,,,,,,1.0116338729858398,,,,,
,,446,,,,,,,,,0.31594568490982056,,,,,
,,447,,,,,,,,,0.3257327973842621,,,,,
,,448,,,,,,,,,0.3504481911659241,,,,,
,,450,,,,,,,,,,450,4.544347076518033,4.544347076518033,450,104.04961538687348
,,449,,,,,,,,,0.6103222370147705,,,,,
,,450,,,,,,,,,0.38568785786628723,,,,,
,,451,,,,,,,,,0.6648787260055542,,,,,
,,452,,,,,,,,,0.71217280626297,,,,,
,,453,,,,,,,,,0.44524064660072327,,,,,
,,454,,,,,,,,,0.8114935755729675,,,,,
,,455,,,,,,,,,0.4771580100059509,,,,,
,,456,,,,,,,,,0.9843945503234863,,,,,
,,457,,,,,,,,,0.7283260822296143,,,,,
,,458,,,,,,,,,0.6583115458488464,,,,,
,,459,,,,,,,,,1.0367823839187622,,,,,
,,460,,,,,,,,,0.7923372983932495,,,,,
,,461,,,,,,,,,0.4017869830131531,,,,,
,,462,,,,,,,,,0.5060559511184692,,,,,
,,463,,,,,,,,,0.4576658606529236,,,,,
,,464,,,,,,,,,0.5392426252365112,,,,,
,,465,,,,,,,,,0.7579980492591858,,,,,
,,466,,,,,,,,,0.5799933671951294,,,,,
,,467,,,,,,,,,0.7464420199394226,,,,,
,,468,,,,,,,,,0.5654160380363464,,,,,
,,469,,,,,,,,,0.8559883832931519,,,,,
,,470,,,,,,,,,0.6838380694389343,,,,,
,,471,,,,,,,,,0.519818127155304,,,,,
,,472,,,,,,,,,0.46313968300819397,,,,,
,,473,,,,,,,,,0.5144957304000854,,,,,
,,474,,,,,,,,,0.4851926267147064,,,,,
,,475,,,,,,,,,0.7315804958343506,,,,,
,,476,,,,,,,,,0.6879568696022034,,,,,
,,477,,,,,,,,,0.4367887079715729,,,,,
,,478,,,,,,,,,0.5519524216651917,,,,,
,,479,,,,,,,,,0.37280404567718506,,,,,
,,480,,,,,,,,,0.74863600730896,,,,,
,,481,,,,,,,,,0.3502574861049652,,,,,
,,482,,,,,,,,,0.4434685707092285,,,,,
,,483,,,,,,,,,0.5561771988868713,,,,,
,,484,,,,,,,,,0.5936490297317505,,,,,
,,485,,,,,,,,,1.4350991249084473,,,,,
,,486,,,,,,,,,0.375331848859787,,,,,
,,487,,,,,,,,,0.8024343252182007,,,,,
,,488,,,,,,,,,0.3805775046348572,,,,,
,,489,,,,,,,,,0.5219631791114807,,,,,
,,490,,,,,,,,,0.4796915352344513,,,,,
,,491,,,,,,,,,0.27019003033638,,,,,
,,492,,,,,,,,,0.2758883535861969,,,,,
,,493,,,,,,,,,0.7438516020774841,,,,,
,,494,,,,,,,,,0.2832458019256592,,,,,
,,495,,,,,,,,,0.3384976089000702,,,,,
,,496,,,,,,,,,0.3691248893737793,,,,,
,,497,,,,,,,,,0.5117815136909485,,,,,
,,498,,,,,,,,,0.28876936435699463,,,,,
,,500,,,,,,,,,,500,4.579572245223831,4.579572245223831,500,115.0445914529264
,,499,,,,,,,,,0.8883504867553711,,,,,
4,0.2829973101615906,1854,,,,,,,,0.6484588980674744,,,,,,
4,,1854,,,,,,0.4502599537372589,,,,,,,,
5,,1899,1900,0.0018425011413427904,0.014740009130742323,15200,54376.43481087126,,,,,,,,,
5,,1899,,,,,,,0.34218448400497437,,,,,,,
5,,1949,1950,0.0018425121717723634,0.014740097374178907,15600,54393.7242344562,,,,,,,,,
5,,1949,,,,,,,0.3310867249965668,,,,,,,
5,,1999,2000,2.894940109982135,23.15952087985708,16000,54410.990777725354,,,,,,,,,
5,,1999,,,,,,,0.28949031233787537,,,,,,,
5,,2049,2050,2.893216986204319,23.14573588963455,16400,54428.31385437213,,,,,,,,,
5,,2049,,,,,,,0.35218381881713867,,,,,,,
5,,2099,2100,2.890914362876653,23.127314903013225,16800,54445.59509719908,,,,,,,,,
5,,2099,,,,,,,0.39791935682296753,,,,,,,
5,,2149,2150,2.8833295840204256,23.066636672163405,17200,54462.99559796974,,,,,,,,,
5,,2149,,,,,,,0.9864743947982788,,,,,,,
5,,2199,2200,2.858121920790341,22.864975366322728,17600,54480.58138869703,,,,,,,,,
5,,2199,,,,,,,0.2706603705883026,,,,,,,
5,,2225,,,,,,0.43158283829689026,,,,,,,,
6,,2249,2250,2.6874071693806556,21.499257355045245,18000,54500.18005694635,,,,,,,,,
6,,2249,,,,,,,0.5594500303268433,,,,,,,
6,,2299,2300,2.7017809069851335,21.614247255881068,18400,54517.589314602315,,,,,,,,,
6,,2299,,,,,,,0.38078752160072327,,,,,,,
6,,2349,2350,2.871583655021533,22.972669240172262,18800,54535.00394082628,,,,,,,,,
6,,2349,,,,,,,0.43825244903564453,,,,,,,
6,,2399,2400,2.849803701082763,22.798429608662104,19200,54552.67740707472,,,,,,,,,
6,,2399,,,,,,,0.3038029372692108,,,,,,,
6,,2449,2450,2.8474230465896064,22.77938437271685,19600,54570.143493006006,,,,,,,,,
6,,2449,,,,,,,0.4885009229183197,,,,,,,
6,,2499,2500,2.8689442805533965,22.95155424442717,20000,54587.567580491304,,,,,,,,,
6,,2499,,,,,,,0.40046533942222595,,,,,,,
6,,2549,2550,2.8692982167099212,22.95438573367937,20400,54605.00696113333,,,,,,,,,
6,,2549,,,,,,,0.4635409414768219,,,,,,,
6,,2596,,,,,,0.40590935945510864,,,,,,,,
7,,2599,2600,2.66359500233009,21.30876001864072,20800,54625.0945097208,,,,,,,,,
7,,2599,,,,,,,0.34651994705200195,,,,,,,
7,,2649,2650,2.6620218854207613,21.29617508336609,21200,54642.543149901554,,,,,,,,,
7,,2649,,,,,,,0.4494623839855194,,,,,,,
7,,2699,2700,2.8669608200328165,22.935686560262532,21600,54659.988179458305,,,,,,,,,
7,,2699,,,,,,,0.39112162590026855,,,,,,,
7,,2749,2750,2.8434780533403736,22.74782442672299,22000,54677.70541128144,,,,,,,,,
7,,2749,,,,,,,0.32727116346359253,,,,,,,
7,,2799,2800,2.8369833835618574,22.69586706849486,22400,54695.23332928307,,,,,,,,,
7,,2799,,,,,,,0.3220955729484558,,,,,,,
7,,2849,2850,2.848937314559328,22.791498516474626,22800,54712.806652683765,,,,,,,,,
7,,2849,,,,,,,0.3295108675956726,,,,,,,
7,,2899,2900,2.8459405740305224,22.76752459224418,23200,54730.37181649171,,,,,,,,,
7,,2899,,,,,,,0.25221890211105347,,,,,,,
7,,2949,2950,2.8250439811920347,22.600351849536278,23600,54748.20032838732,,,,,,,,,
7,,2949,,,,,,,0.43157270550727844,,,,,,,
7,,2967,,,,,,0.3894846737384796,,,,,,,,
8,,2999,3000,2.6787419108587938,21.42993528687035,24000,54767.7070963867,,,,,,,,,
8,,2999,,,,,,,0.3258777856826782,,,,,,,
8,,3049,3050,2.6956148424229536,21.56491873938363,24400,54785.28933348693,,,,,,,,,
8,,3049,,,,,,,0.43174970149993896,,,,,,,
8,,3099,3100,2.847679261442478,22.781434091539825,24800,54802.821003383026,,,,,,,,,
8,,3099,,,,,,,0.35923129320144653,,,,,,,
8,,3149,3150,2.861583545502417,22.892668364019336,25200,54820.25600167923,,,,,,,,,
8,,3149,,,,,,,0.3062300384044647,,,,,,,
8,,3199,3200,2.869021068528788,22.952168548230304,25600,54837.675970006734,,,,,,,,,
8,,3199,,,,,,,0.33509230613708496,,,,,,,
8,,3249,3250,2.884298829148755,23.07439063319004,26000,54854.94480436295,,,,,,,,,
8,,3249,,,,,,,0.45059990882873535,,,,,,,
8,,3299,3300,2.901280855094518,23.210246840756145,26400,54872.14246031828,,,,,,,,,
8,,3299,,,,,,,0.6040251851081848,,,,,,,
8,,3338,,,,,,0.3885686695575714,,,,,,,,
9,,3349,3350,2.7160909005360456,21.728727204288365,26800,54891.73940631002,,,,,,,,,
9,,3349,,,,,,,0.3900432884693146,,,,,,,
9,,3399,3400,2.7168047390882206,21.734437912705765,27200,54908.92759188637,,,,,,,,,
9,,3399,,,,,,,0.34437263011932373,,,,,,,
9,,3449,3450,2.9090636488617836,23.27250919089427,27600,54926.135878434405,,,,,,,,,
9,,3449,,,,,,,0.3529987037181854,,,,,,,
9,,3499,3500,2.910377613216386,23.28302090573109,28000,54943.313019501045,,,,,,,,,
9,,3499,,,,,,,0.4009104073047638,,,,,,,
9,,3549,3550,2.9162493820800433,23.329995056640346,28400,54960.44327499345,,,,,,,,,
9,,3549,,,,,,,0.40814897418022156,,,,,,,
9,,3599,3600,2.911589050249639,23.29271240199711,28800,54977.662559654564,,,,,,,,,
9,,3599,,,,,,,0.5528866052627563,,,,,,,
9,,3649,3650,2.9056632246171152,23.245305796936922,29200,54994.86804352701,,,,,,,,,
9,,3649,,,,,,,0.3026706874370575,,,,,,,
9,,3699,3700,2.9051199906791063,23.24095992543285,29600,55012.10300023481,,,,,,,,,
9,,3699,,,,,,,0.28510499000549316,,,,,,,
,,500,,,,,,,,,0.5227016806602478,,,,,
,,501,,,,,,,,,0.392213374376297,,,,,
,,502,,,,,,,,,0.46535101532936096,,,,,
,,503,,,,,,,,,0.5800274014472961,,,,,
,,504,,,,,,,,,0.7788046002388,,,,,
,,505,,,,,,,,,0.5357904434204102,,,,,
,,506,,,,,,,,,0.42240554094314575,,,,,
,,507,,,,,,,,,0.644865095615387,,,,,
,,508,,,,,,,,,0.5745620727539062,,,,,
,,509,,,,,,,,,0.5200017094612122,,,,,
,,510,,,,,,,,,0.4523608684539795,,,,,
,,511,,,,,,,,,0.8061735033988953,,,,,
,,512,,,,,,,,,0.4362538158893585,,,,,
,,513,,,,,,,,,0.6075228452682495,,,,,
,,514,,,,,,,,,1.004696249961853,,,,,
,,515,,,,,,,,,0.5935525894165039,,,,,
,,516,,,,,,,,,0.4459093511104584,,,,,
,,517,,,,,,,,,0.548001766204834,,,,,
,,518,,,,,,,,,0.7044824361801147,,,,,
,,519,,,,,,,,,0.7921577095985413,,,,,
,,520,,,,,,,,,0.5563496351242065,,,,,
,,521,,,,,,,,,1.594699740409851,,,,,
,,522,,,,,,,,,0.9864400029182434,,,,,
,,523,,,,,,,,,0.9097150564193726,,,,,
,,524,,,,,,,,,1.821635127067566,,,,,
,,525,,,,,,,,,0.8688583374023438,,,,,
,,526,,,,,,,,,0.6943257451057434,,,,,
,,527,,,,,,,,,0.8724079132080078,,,,,
,,528,,,,,,,,,1.2458499670028687,,,,,
,,529,,,,,,,,,0.8173915147781372,,,,,
,,530,,,,,,,,,0.6963145732879639,,,,,
,,531,,,,,,,,,0.6887468695640564,,,,,
,,532,,,,,,,,,0.8049283027648926,,,,,
,,533,,,,,,,,,0.6593800783157349,,,,,
,,534,,,,,,,,,0.49028342962265015,,,,,
,,535,,,,,,,,,1.1586356163024902,,,,,
,,536,,,,,,,,,0.5466410517692566,,,,,
,,537,,,,,,,,,1.0061589479446411,,,,,
,,538,,,,,,,,,0.8342002034187317,,,,,
,,539,,,,,,,,,0.379141628742218,,,,,
,,540,,,,,,,,,0.7626465559005737,,,,,
,,541,,,,,,,,,0.46155187487602234,,,,,
,,542,,,,,,,,,0.4257914125919342,,,,,
,,543,,,,,,,,,0.6214567422866821,,,,,
,,544,,,,,,,,,0.5529433488845825,,,,,
,,545,,,,,,,,,0.5807375311851501,,,,,
,,546,,,,,,,,,0.7739163637161255,,,,,
,,547,,,,,,,,,0.3106396496295929,,,,,
,,548,,,,,,,,,0.5618543028831482,,,,,
,,50,,,,,,,,,,50,,,50,10.524569761008024
,,549,,,,,,,,,0.430404931306839,,,,,
,,550,,,,,,,,,0.5534693598747253,,,,,
,,551,,,,,,,,,1.1563957929611206,,,,,
,,552,,,,,,,,,0.9709993600845337,,,,,
,,553,,,,,,,,,0.8960635662078857,,,,,
,,554,,,,,,,,,0.7319046854972839,,,,,
,,555,,,,,,,,,0.7569252848625183,,,,,
,,556,,,,,,,,,0.5039549469947815,,,,,
,,557,,,,,,,,,0.5402398705482483,,,,,
,,558,,,,,,,,,0.7394981384277344,,,,,
,,559,,,,,,,,,0.6852555274963379,,,,,
,,560,,,,,,,,,1.068163514137268,,,,,
,,561,,,,,,,,,1.1892520189285278,,,,,
,,562,,,,,,,,,0.8611394166946411,,,,,
,,563,,,,,,,,,0.8655899167060852,,,,,
,,564,,,,,,,,,1.13681161403656,,,,,
,,565,,,,,,,,,0.6655574440956116,,,,,
,,566,,,,,,,,,0.9469984173774719,,,,,
,,567,,,,,,,,,1.2989790439605713,,,,,
,,568,,,,,,,,,0.8420292735099792,,,,,
,,569,,,,,,,,,0.463663786649704,,,,,
,,570,,,,,,,,,0.6089475750923157,,,,,
,,571,,,,,,,,,0.37802231311798096,,,,,
,,572,,,,,,,,,0.49293404817581177,,,,,
,,573,,,,,,,,,0.26140058040618896,,,,,
,,574,,,,,,,,,0.8072102665901184,,,,,
,,575,,,,,,,,,0.8633022904396057,,,,,
,,576,,,,,,,,,0.4976862668991089,,,,,
,,577,,,,,,,,,0.5694651007652283,,,,,
,,578,,,,,,,,,0.9408425092697144,,,,,
,,579,,,,,,,,,0.9202135801315308,,,,,
,,580,,,,,,,,,0.7801983952522278,,,,,
,,581,,,,,,,,,0.639836847782135,,,,,
,,582,,,,,,,,,0.6757490634918213,,,,,
,,583,,,,,,,,,1.4206950664520264,,,,,
,,584,,,,,,,,,2.2066454887390137,,,,,
,,585,,,,,,,,,0.6023949980735779,,,,,
,,586,,,,,,,,,0.7681213021278381,,,,,
,,587,,,,,,,,,0.5412026643753052,,,,,
,,588,,,,,,,,,1.2943058013916016,,,,,
,,589,,,,,,,,,0.7469809651374817,,,,,
,,590,,,,,,,,,0.7737517952919006,,,,,
,,591,,,,,,,,,1.3039470911026,,,,,
,,592,,,,,,,,,0.45188722014427185,,,,,
,,593,,,,,,,,,0.3774462342262268,,,,,
,,594,,,,,,,,,0.5950055122375488,,,,,
,,595,,,,,,,,,0.6469630002975464,,,,,
,,596,,,,,,,,,1.0568861961364746,,,,,
,,597,,,,,,,,,0.6475417017936707,,,,,
,,598,,,,,,,,,0.8582255840301514,,,,,
,,100,,,,,,,,,,100,4.686400110795174,4.686400110795174,100,21.623592203482985
,,599,,,,,,,,,1.175317406654358,,,,,
,,600,,,,,,,,,2.2317166328430176,,,,,
,,601,,,,,,,,,0.8805833458900452,,,,,
,,602,,,,,,,,,0.9544271230697632,,,,,
,,603,,,,,,,,,0.745720624923706,,,,,
,,604,,,,,,,,,0.6154969930648804,,,,,
,,605,,,,,,,,,0.37392303347587585,,,,,
,,606,,,,,,,,,0.5092336535453796,,,,,
,,607,,,,,,,,,0.7174971699714661,,,,,
,,608,,,,,,,,,0.7702642679214478,,,,,
,,609,,,,,,,,,0.9921218752861023,,,,,
,,610,,,,,,,,,0.6722789406776428,,,,,
,,611,,,,,,,,,0.7245574593544006,,,,,
,,612,,,,,,,,,0.5375919342041016,,,,,
,,613,,,,,,,,,0.8805689811706543,,,,,
,,614,,,,,,,,,0.5261676907539368,,,,,
,,615,,,,,,,,,0.5665166974067688,,,,,
,,616,,,,,,,,,0.7685484886169434,,,,,
,,617,,,,,,,,,0.6503281593322754,,,,,
,,618,,,,,,,,,1.1538152694702148,,,,,
,,619,,,,,,,,,1.091560959815979,,,,,
,,620,,,,,,,,,0.5803726315498352,,,,,
,,621,,,,,,,,,0.5289245843887329,,,,,
,,622,,,,,,,,,0.523945689201355,,,,,
,,623,,,,,,,,,0.6998027563095093,,,,,
,,624,,,,,,,,,1.4043514728546143,,,,,
,,625,,,,,,,,,0.8123399019241333,,,,,
,,626,,,,,,,,,0.7433250546455383,,,,,
,,627,,,,,,,,,0.3673988878726959,,,,,
,,628,,,,,,,,,0.7161387205123901,,,,,
,,629,,,,,,,,,0.371176540851593,,,,,
,,630,,,,,,,,,0.6378896236419678,,,,,
,,631,,,,,,,,,0.45525357127189636,,,,,
,,632,,,,,,,,,0.33886104822158813,,,,,
,,633,,,,,,,,,0.5571560263633728,,,,,
,,634,,,,,,,,,0.8080637454986572,,,,,
,,635,,,,,,,,,0.613959550857544,,,,,
,,636,,,,,,,,,0.45466917753219604,,,,,
,,637,,,,,,,,,1.7957414388656616,,,,,
,,638,,,,,,,,,0.9672054052352905,,,,,
,,639,,,,,,,,,0.5730811357498169,,,,,
,,640,,,,,,,,,0.8655288219451904,,,,,
,,641,,,,,,,,,0.49229395389556885,,,,,
,,642,,,,,,,,,0.4294818043708801,,,,,
,,643,,,,,,,,,0.5599799752235413,,,,,
,,644,,,,,,,,,0.7431644797325134,,,,,
,,645,,,,,,,,,0.856721043586731,,,,,
,,646,,,,,,,,,0.3692573606967926,,,,,
,,647,,,,,,,,,0.41638654470443726,,,,,
,,648,,,,,,,,,0.9321894645690918,,,,,
,,150,,,,,,,,,,150,4.593134427729001,4.593134427729001,150,32.25936994329095
,,649,,,,,,,,,0.4990989565849304,,,,,
,,650,,,,,,,,,0.5857367515563965,,,,,
,,651,,,,,,,,,0.7010137438774109,,,,,
,,652,,,,,,,,,0.8236466646194458,,,,,
,,653,,,,,,,,,0.4673210084438324,,,,,
,,654,,,,,,,,,1.1700701713562012,,,,,
,,655,,,,,,,,,0.48481234908103943,,,,,
,,656,,,,,,,,,0.8310787677764893,,,,,
,,657,,,,,,,,,0.9456312656402588,,,,,
,,658,,,,,,,,,0.5440524816513062,,,,,
,,659,,,,,,,,,0.6147196292877197,,,,,
,,660,,,,,,,,,0.864899218082428,,,,,
,,661,,,,,,,,,0.870931088924408,,,,,
,,662,,,,,,,,,0.6652218103408813,,,,,
,,663,,,,,,,,,0.9925400018692017,,,,,
,,664,,,,,,,,,0.4376162886619568,,,,,
,,665,,,,,,,,,0.4984923303127289,,,,,
,,666,,,,,,,,,0.43692612648010254,,,,,
,,667,,,,,,,,,0.47938865423202515,,,,,
,,668,,,,,,,,,0.8001618385314941,,,,,
,,669,,,,,,,,,0.6359601020812988,,,,,
,,670,,,,,,,,,0.4321645200252533,,,,,
,,671,,,,,,,,,0.9682910442352295,,,,,
,,672,,,,,,,,,0.4983624219894409,,,,,
,,673,,,,,,,,,0.5045848488807678,,,,,
,,674,,,,,,,,,1.3127299547195435,,,,,
,,675,,,,,,,,,1.150891900062561,,,,,
,,676,,,,,,,,,1.0263346433639526,,,,,
,,677,,,,,,,,,1.5592260360717773,,,,,
,,678,,,,,,,,,1.2398215532302856,,,,,
,,679,,,,,,,,,0.5056823492050171,,,,,
,,680,,,,,,,,,0.4630056321620941,,,,,
,,681,,,,,,,,,0.39206886291503906,,,,,
,,682,,,,,,,,,0.3369409441947937,,,,,
,,683,,,,,,,,,0.270866334438324,,,,,
,,684,,,,,,,,,0.8618728518486023,,,,,
,,685,,,,,,,,,1.2566425800323486,,,,,
,,686,,,,,,,,,0.4785172641277313,,,,,
,,687,,,,,,,,,0.7372859716415405,,,,,
,,688,,,,,,,,,0.624446451663971,,,,,
,,689,,,,,,,,,0.45228442549705505,,,,,
,,690,,,,,,,,,0.5266180038452148,,,,,
,,691,,,,,,,,,0.7442156076431274,,,,,
,,692,,,,,,,,,0.949530303478241,,,,,
,,693,,,,,,,,,0.9740148782730103,,,,,
,,694,,,,,,,,,0.9091368913650513,,,,,
,,695,,,,,,,,,0.8001146912574768,,,,,
,,696,,,,,,,,,0.5128166079521179,,,,,
,,697,,,,,,,,,0.5615715384483337,,,,,
,,698,,,,,,,,,0.4256751537322998,,,,,
,,200,,,,,,,,,,200,4.726239277112422,4.726239277112422,200,42.82066375203431
,,699,,,,,,,,,0.6484997272491455,,,,,
,,700,,,,,,,,,1.0786986351013184,,,,,
,,701,,,,,,,,,0.5763786435127258,,,,,
,,702,,,,,,,,,0.43917161226272583,,,,,
,,703,,,,,,,,,0.4138964116573334,,,,,
,,704,,,,,,,,,0.4016002416610718,,,,,
,,705,,,,,,,,,0.5977380871772766,,,,,
,,706,,,,,,,,,0.6221448183059692,,,,,
,,707,,,,,,,,,0.7231491208076477,,,,,
,,708,,,,,,,,,0.3513947129249573,,,,,
,,709,,,,,,,,,0.3506823182106018,,,,,
,,710,,,,,,,,,0.5683238506317139,,,,,
,,711,,,,,,,,,0.8522021770477295,,,,,
,,712,,,,,,,,,0.7317783832550049,,,,,
,,713,,,,,,,,,0.5549776554107666,,,,,
,,714,,,,,,,,,0.5327351689338684,,,,,
,,715,,,,,,,,,0.3706478178501129,,,,,
,,716,,,,,,,,,0.2931969463825226,,,,,
,,717,,,,,,,,,0.6753363013267517,,,,,
,,718,,,,,,,,,0.4637840688228607,,,,,
,,719,,,,,,,,,0.7520297765731812,,,,,
,,720,,,,,,,,,0.9718431830406189,,,,,
,,721,,,,,,,,,0.43601754307746887,,,,,
,,722,,,,,,,,,0.2773064374923706,,,,,
,,723,,,,,,,,,0.368267297744751,,,,,
,,724,,,,,,,,,0.2812436521053314,,,,,
,,725,,,,,,,,,0.35788047313690186,,,,,
,,726,,,,,,,,,0.6703889966011047,,,,,
,,727,,,,,,,,,0.4535285532474518,,,,,
,,728,,,,,,,,,1.6937118768692017,,,,,
,,729,,,,,,,,,0.9769986271858215,,,,,
,,730,,,,,,,,,1.2181050777435303,,,,,
,,731,,,,,,,,,0.8472395539283752,,,,,
,,732,,,,,,,,,0.5320331454277039,,,,,
,,733,,,,,,,,,0.47251468896865845,,,,,
,,734,,,,,,,,,0.6787000298500061,,,,,
,,735,,,,,,,,,0.4735482633113861,,,,,
,,736,,,,,,,,,0.5669693350791931,,,,,
,,737,,,,,,,,,0.3018668591976166,,,,,
,,738,,,,,,,,,0.7596830725669861,,,,,
,,739,,,,,,,,,0.7462477087974548,,,,,
,,740,,,,,,,,,1.0358012914657593,,,,,
,,741,,,,,,,,,0.33540937304496765,,,,,
,,742,,,,,,,,,0.48628249764442444,,,,,
,,743,,,,,,,,,0.18627357482910156,,,,,
,,744,,,,,,,,,0.47962912917137146,,,,,
,,745,,,,,,,,,0.5534900426864624,,,,,
,,746,,,,,,,,,0.44757765531539917,,,,,
,,747,,,,,,,,,1.1709016561508179,,,,,
,,748,,,,,,,,,0.5453653931617737,,,,,
,,250,,,,,,,,,,250,4.791959486736398,4.791959486736398,250,53.17725554853678
,,749,,,,,,,,,0.5471757650375366,,,,,
,,750,,,,,,,,,0.38902372121810913,,,,,
,,751,,,,,,,,,0.36608776450157166,,,,,
,,752,,,,,,,,,0.8492202758789062,,,,,
,,753,,,,,,,,,0.5627683401107788,,,,,
,,754,,,,,,,,,0.34135112166404724,,,,,
,,755,,,,,,,,,0.39927756786346436,,,,,
,,756,,,,,,,,,0.6164032220840454,,,,,
,,757,,,,,,,,,1.140546441078186,,,,,
,,758,,,,,,,,,0.5189204812049866,,,,,
,,759,,,,,,,,,0.4817394018173218,,,,,
,,760,,,,,,,,,0.4743630886077881,,,,,
,,761,,,,,,,,,0.8843221664428711,,,,,
,,762,,,,,,,,,1.4012842178344727,,,,,
,,763,,,,,,,,,0.6287200450897217,,,,,
,,764,,,,,,,,,0.5599568486213684,,,,,
,,765,,,,,,,,,0.38280999660491943,,,,,
,,766,,,,,,,,,0.38626283407211304,,,,,
,,767,,,,,,,,,0.41044917702674866,,,,,
,,768,,,,,,,,,1.607814073562622,,,,,
,,769,,,,,,,,,0.6348770260810852,,,,,
,,770,,,,,,,,,0.5225962400436401,,,,,
,,771,,,,,,,,,0.33845254778862,,,,,
,,772,,,,,,,,,0.3549484312534332,,,,,
,,773,,,,,,,,,0.48435524106025696,,,,,
,,774,,,,,,,,,0.3252262771129608,,,,,
,,775,,,,,,,,,0.33621886372566223,,,,,
,,776,,,,,,,,,0.9507974982261658,,,,,
,,777,,,,,,,,,0.9719400405883789,,,,,
,,778,,,,,,,,,1.3864970207214355,,,,,
,,779,,,,,,,,,0.8012263178825378,,,,,
,,780,,,,,,,,,0.6100391745567322,,,,,
,,781,,,,,,,,,1.2063243389129639,,,,,
,,782,,,,,,,,,0.5106415152549744,,,,,
,,783,,,,,,,,,1.1829781532287598,,,,,
,,784,,,,,,,,,0.38926583528518677,,,,,
,,785,,,,,,,,,0.6315257549285889,,,,,
,,786,,,,,,,,,0.11859043687582016,,,,,
,,787,,,,,,,,,0.375627338886261,,,,,
,,788,,,,,,,,,0.26663631200790405,,,,,
,,789,,,,,,,,,0.5005984902381897,,,,,
,,790,,,,,,,,,0.7944228649139404,,,,,
,,791,,,,,,,,,0.6353772282600403,,,,,
,,792,,,,,,,,,0.3708120286464691,,,,,
,,793,,,,,,,,,0.8074962496757507,,,,,
,,794,,,,,,,,,0.8821585774421692,,,,,
,,795,,,,,,,,,0.3399161994457245,,,,,
,,796,,,,,,,,,1.3049441576004028,,,,,
,,797,,,,,,,,,0.6402903199195862,,,,,
,,798,,,,,,,,,1.4322699308395386,,,,,
